gene_symbol	Spearman_rho
DNTTIP2	0.017942527
PLK2	0.017961615
LST1	0.018018878
ST6GAL1	0.018114317
ZBTB24	0.018133405
EIF2B4	0.018133405
LOC554206	0.018152492
RBM45	0.01817158
CBX2	0.018209756
WWP1	0.018209756
HDAC8	0.018228844
PARP16	0.018228844
SMAD9	0.018247931
FTH1	0.018324283
ERGIC3	0.018362458
OTOS	0.018381546
PIPOX	0.018381546
SDHB	0.018400634
ACTL6B	0.018419722
MAP2K6	0.018419722
IGIP	0.018438809
SLPI	0.018457897
ELMSAN1	0.018457897
FBXW5	0.018476985
NAMPT	0.018515161
SLC35D1	0.0186106
SOGA3	0.018629687
APLP1	0.018648775
ZFP2	0.018648775
MEG3	0.018667863
IRS1	0.018686951
RPS3	0.018686951
EIF3F	0.018725126
SLITRK6	0.018801477
UQCRQ	0.018801477
ADI1	0.018820565
MRPL36	0.018858741
IER3IP1	0.018877829
ZNF595	0.018896916
ZNF670	0.018916004
LONRF3	0.019011443
PAPD4	0.019030531
NPY	0.019030531
DPH6	0.019030531
NDUFAF7	0.019087794
IDH3B	0.019106882
SELENOF	0.019106882
AKR1E2	0.01912597
RBFA	0.01912597
ZNF738	0.019145058
CIPC	0.019145058
MDFI	0.019183233
PAAF1	0.019202321
NUCKS1	0.019221409
SYNC	0.019259585
ZNF765	0.01929776
IFT122	0.01929776
ZNF615	0.019316848
B3GNT5	0.019316848
HYKK	0.019335936
ZNF579	0.019335936
ANKRD24	0.019335936
SREBF1	0.019355024
DDB2	0.019393199
PTOV1	0.019431375
BLZF1	0.019450462
MMP19	0.019450462
NCOR1P1	0.019450462
GPC1	0.01946955
AMY2A	0.01946955
LOC101928659	0.019488638
SSR4	0.019507726
SLC25A1	0.019507726
CASC3	0.019507726
DNAJC3	0.019526814
MRPL55	0.019564989
UBAC2	0.019564989
ZKSCAN2	0.019603165
ARNT	0.019622253
UGP2	0.019622253
CSNK2B	0.019622253
CREB5	0.019660428
ASPHD1	0.019660428
GAR1	0.019660428
NPHP1	0.019698604
MANBA	0.019698604
MSANTD4	0.019736779
TRAPPC11	0.019736779
RPS19BP1	0.019813131
ENPP5	0.019832218
TIGD3	0.019832218
ACPP	0.019851306
ZNF99	0.019927657
RPL7A	0.019965833
MYO6	0.019984921
PRKD3	0.020004009
TTC37	0.020042184
API5	0.020042184
TOP1MT	0.020042184
ATP5F1B	0.020099447
CASP1	0.020156711
RBM25	0.020194886
SSC5D	0.020194886
VPS28	0.020213974
STX17	0.020233062
ZNF423	0.02025215
EXTL1	0.02025215
ANP32A	0.020271238
CCDC191	0.020290325
WBP11P1	0.020290325
LINC01351	0.02042394
PPP1R3F	0.02042394
CLPX	0.020443028
ENY2	0.020481203
CRYBA2	0.020500291
KIAA1211	0.020576642
NOC3L	0.02059573
SEM1	0.020614818
SHQ1	0.020614818
ODF2L	0.020633906
ZNF883	0.020672081
SEMA3A	0.020710257
TOB2	0.020729345
RPSAP9	0.020748432
BDH2	0.02076752
ABI3	0.02076752
NIPSNAP2	0.020805696
RADIL	0.020843871
DHDDS	0.020843871
JUNB	0.020862959
CRIP1	0.020882047
ZNF703	0.020901135
LEPROT	0.020901135
CABLES2	0.020901135
RUFY2	0.020920223
PMPCA	0.021015662
GSN-AS1	0.021015662
ZMAT5	0.021015662
LGALS14	0.021015662
PIGT	0.021053837
IL3RA	0.021111101
MLLT1	0.021149276
SCAF8	0.021168364
TUSC2	0.021187452
COL16A1	0.021187452
NIPA2	0.021187452
SPACA3	0.02120654
MRPL23	0.021225627
CNBP	0.021244715
RTRAF	0.021301979
CPZ	0.021321066
NSMAF	0.021340154
ERMARD	0.02137833
KLHL36	0.021397418
INIP	0.021397418
KRBA2	0.021416505
TLR9	0.021473769
TMEM209	0.021492856
ADARB2	0.021531032
EFCAB11	0.021569208
RORB	0.021569208
MREG	0.021569208
CERNA1	0.021569208
DPEP3	0.021607383
TTC9C	0.021607383
DNAJC9-AS1	0.021626471
THEMIS	0.021645559
VRK3	0.021664647
LOC100287497	0.021683734
RCOR2	0.021798261
KCNK10	0.021836437
CCNQ	0.021874612
ADNP2	0.0218937
SESN2	0.021931876
CPNE4	0.021950964
FAM8A1	0.021950964
SIPA1L1	0.021970051
SETD9	0.02206549
FGF7	0.022084578
ATF5	0.022084578
PPDPF	0.022103666
TDRD1	0.022160929
DAPK3	0.022199105
TFIP11	0.022332719
TK2	0.022332719
EXOC6B	0.022351807
COL26A1	0.022370895
ANGEL1	0.022370895
VIPAS39	0.022409071
SQOR	0.022409071
GPR107	0.022428158
REST	0.022428158
SYCE1L	0.022485422
UNC5B	0.022485422
PPP4C	0.022485422
ZNF365	0.02250451
COPA	0.022523597
MYEOV	0.022638124
TRNP1	0.022695388
LYRM7	0.022695388
NOXO1	0.022714475
SOD2	0.022733563
USP8	0.022752651
KRTAP17-1	0.022771739
RPS26	0.022790826
CYTH4	0.022790826
STK36	0.022809914
NBPF1	0.022809914
ZNF723	0.022809914
ATP2C2	0.022809914
ZKSCAN8	0.022886265
TTLL8	0.022924441
REPS1	0.022943529
VCPIP1	0.022943529
ST8SIA1	0.023058056
CES1	0.023058056
FGD5	0.023058056
HAND2	0.023115319
B4GALT6	0.023172582
HIBCH	0.02319167
MASP1	0.023268021
GPR34	0.023306197
STK38L	0.023344373
TMEM267	0.02336346
KCNB1	0.023439811
ZNF543	0.023439811
ARID1B	0.023497075
LOC91548	0.02353525
MST1R	0.023592514
ATP13A4	0.023630689
LARP4B	0.023630689
LOC100130264	0.023649777
SKAP1	0.023668865
TAOK1	0.023687953
C2	0.023687953
KDM2A	0.023726128
EIF3I	0.023726128
ACSL3	0.023745216
DUSP12	0.023745216
DGCR9	0.023783392
RHOT2	0.023783392
UBE2R2	0.02380248
FAM182B	0.02380248
SPARC	0.023840655
CPNE2	0.023859743
PEX13	0.023859743
COX7A2	0.023859743
CKAP2	0.023878831
HMX2	0.023897919
SLC3A2	0.023917006
EPS8	0.023955182
MAP3K21	0.02397427
ZNF658B	0.023993358
SPI1	0.023993358
RMND5A	0.024069709
FAM50A	0.024069709
KCNH5	0.024088797
ZXDA	0.02414606
PGAM2	0.024165148
ZNF571	0.024165148
ETFA	0.024203323
NGEF	0.024356026
TBR1	0.024394201
FBXO16	0.024394201
CEP57	0.024413289
RIPK1	0.024451465
SMCHD1	0.024470552
VAPA	0.02448964
NDUFA12	0.024508728
PDIA5	0.024546904
PRKACA	0.024604167
DDX6	0.024623255
NRG2	0.024737782
SOCS5	0.024756869
GCA	0.024871396
LOC101927974	0.024890484
PAPOLG	0.024947747
MRM3	0.024947747
SMIM2-AS1	0.024966835
WDYHV1	0.024985923
SMPD1	0.024985923
DENND4B	0.025005011
TIMM21	0.02510045
PDE7B	0.025138625
OR6C65	0.025138625
AGRN	0.025195889
ATG4C	0.025214976
IGSF23	0.025214976
BRD1	0.025214976
FAM151B	0.025234064
BOD1L1	0.025253152
ALDH8A1	0.025329503
PNMA3	0.025348591
MAT2B	0.025405854
RPS23	0.025424942
ZNF454	0.02544403
FNDC4	0.02544403
TBRG4	0.025482205
ZBTB20	0.025539469
GMEB1	0.025596732
MAF1	0.025749435
HILPDA	0.025768522
PSMD12	0.02578761
APEX2	0.025825786
ELAC1	0.025844874
NUCB2	0.025883049
MATN2	0.026016664
HOXB-AS3	0.026016664
SLC35E3	0.026035752
CPEB4	0.026131191
ZBED9	0.026131191
SLX4	0.026150278
THSD7A	0.026169366
ING3	0.026188454
CISD3	0.026283893
FTMT	0.026283893
PSENEN	0.026302981
CACNA1A	0.026322068
PLEKHG4B	0.026322068
PNISR	0.026341156
ORMDL1	0.026341156
KARS	0.026360244
LRRFIP1	0.026360244
ING5	0.026360244
UBE2NL	0.026379332
ANGEL2	0.02639842
NAPSA	0.026589298
CES4A	0.026608385
LINC01399	0.026742
SPANXA2-OT1	0.026799263
TJP2	0.026818351
TNR	0.026837439
NDUFA13	0.026856527
CD59	0.026856527
FAM185A	0.026932878
POLR2E	0.026932878
FERMT1	0.026971053
GTF2I	0.026971053
LRRC8A	0.026990141
SOCS2	0.027028317
OR2T6	0.027047405
TRERF1	0.02708558
EVPL	0.02708558
LOC101926935	0.027276458
TMEM33	0.027295546
LPIN3	0.027352809
CDC5L	0.027371897
ROCK1P1	0.027371897
EN2	0.027429161
ABCB8	0.027467336
METRN	0.027486424
SMOC1	0.027505512
TAF5	0.027505512
EXOSC5	0.027524599
PUS1	0.027543687
PDE6B	0.027581863
AARS2	0.027581863
TROAP	0.027581863
PLK5	0.027639126
RPL8	0.027677302
RIOK3	0.027677302
MCOLN1	0.02769639
GDI1	0.027715477
PRDX4	0.027734565
FAM66B	0.027734565
USE1	0.027925443
ZNF630	0.027925443
SLC25A21-AS1	0.027944531
APOM	0.027944531
KCNJ9	0.027963619
TOB1-AS1	0.027982707
DBI	0.027982707
ANKRD17	0.028001794
NDUFB2	0.02803997
SDCCAG8	0.02803997
ZC3H7A	0.028078146
MAP2K2	0.028097233
ZNF432	0.028116321
SSC4D	0.028154497
CCNO	0.028154497
GCNT4	0.028192672
MROH8	0.028249936
PASK	0.028307199
ATP5IF1	0.028326287
TSKU	0.028345375
NOVA1	0.028345375
DHX57	0.028364462
ATP6AP2	0.02838355
PLXNA4	0.028421726
NSUN4	0.028421726
FXR1	0.028440814
MIS18BP1	0.028517165
HMGB2	0.028536253
SCFD2	0.02855534
ENO4	0.028574428
PSMB5	0.028631692
CHAC2	0.028688955
C3orf18	0.028688955
ZKSCAN5	0.028727131
ZIC1	0.028765306
SCAF1	0.028784394
FAM92A1P2	0.028803482
TDP1	0.02882257
SHOX	0.02882257
ROMO1	0.028860745
DNAAF5	0.028898921
WNT10A	0.028898921
TMEM109	0.028898921
PHGDH	0.028937096
OTUD7A	0.028956184
CENPC	0.028975272
GFAP	0.02899436
SSR3	0.029013447
KRTAP20-2	0.029089799
CCDC47	0.029089799
FOXP4	0.029108886
ZNF404	0.029147062
RPS6KA5	0.029147062
FAM13C	0.02916615
RAD51D	0.02916615
SFXN1	0.029204325
PIK3CB	0.029223413
SLC22A4	0.029223413
RNF180	0.029242501
GNAI2	0.029242501
YDJC	0.029318852
APRT	0.02933794
CNOT10	0.029357028
MYRFL	0.029395203
UBTD1	0.029414291
CHST11	0.029414291
TSPO2	0.029433379
ADCK1	0.029433379
OR2Z1	0.029528818
GEMIN6	0.029528818
ZNF542P	0.029624257
LAMC2	0.029624257
PATE2	0.029643345
B4GALT7	0.029738784
ATP5MC1	0.029738784
CLP1	0.029738784
NUPL2	0.029738784
SLC19A1	0.029757871
ZCCHC3	0.029796047
ELK4	0.029815135
LINC00965	0.029834223
KLHL34	0.02985331
CUL3	0.029910574
ALCAM	0.029929662
MACO1	0.029948749
CDH2	0.029967837
GCSHP3	0.029967837
OMA1	0.030006013
KCNIP3	0.030025101
RPUSD3	0.030025101
PARD6B	0.030063276
GADD45GIP1	0.030101452
SV2A	0.030101452
ZNF212	0.030101452
FLRT3	0.030139627
LINC00958	0.030139627
NRF1	0.030158715
FBXL7	0.030215979
GPT	0.030235066
CRYGD	0.030330505
IMPAD1	0.030349593
RNF216	0.030349593
CENPBD1	0.030368681
CRIP3	0.030445032
GMDS	0.030597734
TDRD7	0.030597734
HMGCS2	0.030597734
ZNF675	0.03063591
UBE3B	0.03063591
BCL9	0.030674086
KRTAP4-11	0.030731349
MAFB	0.030750437
ZC3H4	0.030750437
COLCA1	0.030769525
CAB39	0.030788612
POU2F1	0.0308077
PRICKLE3	0.0308077
RGPD3	0.030826788
METTL15	0.030826788
FUT8-AS1	0.030826788
ZNF416	0.030903139
C12orf4	0.030903139
NAALADL2	0.030922227
CCL22	0.03097949
B4GALT1	0.03097949
EEF1AKMT2	0.030998578
TARS2	0.030998578
USP24	0.031036754
SOX18	0.031113105
WBP11	0.031132193
THAP2	0.031170368
KRTAP8-1	0.031170368
HRASLS5	0.031189456
PPHLN1	0.031227632
IRF2BP2	0.031227632
FANCD2	0.031246719
SAP30	0.031284895
ZNF275	0.031323071
PRPF6	0.031323071
ZNF773	0.031361246
PCDHB10	0.031437597
FAF2	0.031552124
ROCK1	0.031552124
ZNF230	0.031571212
TMEM129	0.0315903
RABL3	0.031609387
PSIP1	0.031609387
AKAP10	0.031628475
SCD5	0.031647563
CMC1	0.031647563
ST3GAL5	0.031647563
KRT10	0.031647563
RPS15A	0.031685739
EHMT2	0.031685739
SUN1	0.031704826
SSX2IP	0.031743002
GAD1	0.031781178
FAAH2	0.031781178
GRM7	0.031800265
BAG5	0.031819353
YWHAQ	0.031838441
SP140L	0.031876617
POLR1E	0.031895704
ZNF606	0.031914792
ANHX	0.03193388
LRRC15	0.031952968
HDAC11	0.031991143
LRP10	0.032010231
XXYLT1	0.032029319
CCDC154	0.032048407
PIAS3	0.032067495
COQ8B	0.032124758
HAUS8	0.032143846
LARP1B	0.032143846
CHRM1	0.032143846
ZNRF3	0.032220197
TBC1D16	0.032239285
TMEM265	0.032334724
EIF1AX	0.032334724
AOAH	0.032334724
ADAM10	0.032411075
NOP10	0.032430163
CLIC6	0.032487426
MAPK10	0.032487426
ISLR	0.032506514
TRAPPC9	0.032506514
PPIAP30	0.032506514
MS4A7	0.032506514
RBM19	0.032582865
CMTR1	0.032582865
DIS3L	0.032601953
SLC9A1	0.032621041
KRTAP12-1	0.032621041
MRGPRD	0.032640128
HMGCL	0.032678304
PIK3CA	0.032697392
GALR3	0.032754655
LHX8	0.032792831
PRMT1	0.032811919
CSPG5	0.032850094
FAM180A	0.032850094
FZD6	0.03288827
PAGR1	0.03288827
ANKRD33	0.032907358
HNRNPA1P33	0.032907358
RGPD4	0.032926445
WDR37	0.032964621
APEX1	0.032983709
NXT2	0.033002796
MHENCR	0.03306006
GRM2	0.033079148
STOML2	0.033079148
THSD1	0.033117323
GNL1	0.033136411
HSDL2	0.033174587
LY6D	0.033174587
STARD13	0.033174587
LRRC37A3	0.033174587
BST2	0.033193674
NIFK	0.033270026
ETV6	0.033346377
RBM26-AS1	0.033365465
MED13L	0.033384552
LSS	0.033441816
SPINK2	0.03357543
FAM218A	0.03357543
TATDN3	0.033613606
EIF5B	0.033613606
MPP7	0.033632694
MICAL1	0.033689957
ASB5	0.033766308
HMHB1	0.033823572
AGO2	0.033842659
APC	0.033861747
PDRG1	0.033861747
TSPAN5	0.033861747
ANXA4	0.033919011
GREM1	0.03401445
RAD54L	0.034052625
APOOL	0.034071713
TERF2IP	0.034109889
SLC38A11	0.034109889
WDR33	0.034128976
UNC93B1	0.034128976
C5orf15	0.034148064
CPSF1	0.034205328
HIPK2	0.034205328
FRMD3	0.034262591
ZBTB43	0.034281679
PPARGC1B	0.034300767
CCNB1	0.034319854
PLEKHA4	0.034396205
RGS2	0.034415293
SSSCA1-AS1	0.034415293
TRAPPC1	0.034434381
PPP1R12C	0.034491644
FBXW7	0.03452982
HP1BP3	0.034548908
C12orf65	0.034587083
NEUROG1	0.034663435
ERC2-IT1	0.034663435
CASKIN1	0.034663435
KLK12	0.034720698
VPREB3	0.034777961
DOCK8	0.034816137
COL25A1	0.034835225
SUCLG2	0.034835225
NME5	0.0348734
AAR2	0.034911576
AEBP2	0.034949752
CYP11A1	0.034968839
LINC01138	0.035083366
CDKL1	0.035140629
SLC15A3	0.035197893
PPFIA2	0.035197893
BLVRA	0.035236068
SPTY2D1	0.035255156
PFKP	0.035293332
AQP1	0.035369683
TEX47	0.035369683
MKRN1	0.035369683
PIAS1	0.035388771
CYTL1	0.035388771
TAL2	0.035465122
ZNF768	0.035522385
SPRR2C	0.035522385
LTC4S	0.035560561
TMEM169	0.035713263
SSFA2	0.035713263
CTBS	0.035713263
BAZ1A	0.035751439
ZNF124	0.035751439
ADAM29	0.035751439
MRPS33	0.035770527
SPTAN1	0.035808702
OR5H1	0.03582779
MLLT6	0.03582779
SLITRK1	0.03582779
ING1	0.03582779
ISCA1	0.035865966
ZNF576	0.035904141
SEC14L4	0.035923229
CHODL	0.035942317
DMAP1	0.035942317
FAM198A	0.035980492
UBE2D4	0.03599958
VPS4B	0.036018668
AZIN2	0.036114107
LACTB2	0.036152283
SNX5	0.036228634
CD300LB	0.036228634
SERINC5	0.036247722
GOSR2	0.036285897
ZC3H7B	0.036285897
TMEM39A	0.036400424
TPST2	0.036419512
SYT9	0.036438599
MYOZ3	0.036438599
KCNN4	0.036495863
PLAG1	0.036514951
RBFOX2	0.036534038
TRIP6	0.036553126
ZNF830	0.036553126
IPMK	0.036591302
RGS9BP	0.036629477
GPR78	0.036667653
FXN	0.03678218
GPHA2	0.036801268
FAM71F2	0.036820355
LAGE3	0.036839443
RBBP4	0.036858531
AGA	0.036934882
POP1	0.03695397
KRTAP12-2	0.037030321
CD4	0.037087584
RNF212	0.037087584
TRAPPC8	0.037106672
CCNI	0.037144848
RCBTB1	0.037183023
AKR1C3	0.037221199
AGAP11	0.037221199
TNFRSF25	0.037221199
DNAJC25	0.037278462
PSMA2	0.037373901
SNRPG	0.037373901
SLC6A13	0.037431165
YY1P2	0.037450253
SMARCE1	0.037450253
SLC7A2	0.03746934
MBP	0.037488428
PDE3A	0.037507516
ZNRD1	0.037526604
SYNE1	0.037564779
KCNJ11	0.037660218
ZNF564	0.037698394
HTRA3	0.037717482
PLAGL2	0.037812921
LCAT	0.037851096
MPG	0.037870184
KMT5A	0.037889272
SEZ6L2	0.037889272
SCOC-AS1	0.03790836
ZNF280D	0.037965623
PUS7	0.038003799
ADGRL1	0.038022886
SYT4	0.038041974
GALR1	0.038041974
SEC11C	0.038041974
EAF2	0.038175589
SIAE	0.038175589
TBC1D15	0.038194677
HEATR3	0.038194677
PCED1A	0.038194677
UBL7	0.03825194
PAPSS2	0.038309203
ATP2B2-IT2	0.038385554
URI1	0.038404642
LOC149373	0.038404642
ALPP	0.03842373
XKR9	0.038461906
LOC100128288	0.038480993
YWHAEP1	0.038500081
HIST1H3F	0.038557345
CAMTA2	0.038576432
HIST2H2BE	0.03859552
LRCOL1	0.03859552
TRIM4	0.038614608
TM9SF2	0.038614608
FADS6	0.038633696
CAND1	0.038748223
MED25	0.03876731
RNF31	0.03876731
COX6B1	0.038786398
ENOSF1	0.038805486
PPIP5K2	0.038881837
NRSN2	0.038900925
SPOCK3	0.038977276
MTMR6	0.038996364
MCM2	0.039015452
PKNOX2	0.039015452
GCC2	0.03903454
KLHL41	0.039072715
ZNF729	0.039091803
KHDC4	0.039110891
EXOSC6	0.039168154
NPW	0.039187242
DDI2	0.03920633
EIF3L	0.039225417
ARPC5L	0.039225417
SLC31A1	0.039263593
MRPL40	0.039282681
C3orf35	0.039301769
ZNF805	0.039339944
RAB33A	0.03937812
NPRL2	0.039416295
FBXO25	0.039416295
RAPGEF3	0.039416295
MIR124-2HG	0.039435383
ZFP90	0.039435383
C16orf92	0.039454471
MANEA	0.039473559
NDUFS3	0.03954991
TBC1D23	0.039645349
MBIP	0.039702612
ANKRD18CP	0.039740788
STARD7	0.039798051
RRS1	0.039798051
LINC02249	0.039817139
TWF1	0.039950754
OR2M7	0.040027105
SHANK3	0.040122544
ESPNL	0.040217983
CDK5RAP1	0.040217983
PWP2	0.040217983
ZHX1	0.040237071
PSORS1C2	0.040237071
RNF208	0.040294334
PHACTR1	0.040294334
YIPF4	0.040313422
ST7L	0.04033251
C11orf58	0.04033251
MTSS1	0.040351597
ARHGAP21	0.040370685
GPR180	0.040370685
B3GALT2	0.040408861
TFF1	0.040408861
ZNF420	0.040447036
MGARP	0.0405043
CCDC144B	0.040561563
OXER1	0.04067609
C9orf147	0.040695178
FCGR3A	0.040695178
ZDHHC18	0.040733353
PRRT2	0.040733353
C7orf57	0.040771529
ANGPTL6	0.040771529
USP47	0.040771529
FAM131C	0.040771529
LRPPRC	0.040790617
HSPA12A	0.040790617
DNTTIP1	0.040828792
C1QB	0.040924231
BCL10	0.040981495
LIPN	0.040981495
BNIP2	0.041096021
TMEM63B	0.041096021
CAVIN2	0.041096021
INPP5A	0.041134197
FAM78B	0.041153285
ABCA9	0.04119146
THOC5	0.04119146
ACVR1B	0.041210548
DVL2	0.041229636
ZNF235	0.041248724
PAPSS1	0.041267811
DNAJB2	0.041267811
GALT	0.041267811
LTN1	0.041286899
ELMOD1	0.041325075
MRPL18	0.041325075
SFTPA1	0.041344163
TACR2	0.04136325
CCT6A	0.04136325
ANAPC7	0.041382338
NR3C2	0.041420514
PLIN4	0.041420514
GPX5	0.041439602
RND1	0.041496865
BBS2	0.041515953
FAM126B	0.041515953
ZSCAN31	0.041554128
ATP1B2	0.041554128
LIF	0.041573216
MTDH	0.041592304
ADCY8	0.041611392
FAT1	0.041687743
CEP19	0.041745006
MRGPRX4	0.041764094
DENND2A	0.041821357
LINC02381	0.041840445
SWI5	0.041954972
UFL1	0.041993148
MTRF1	0.042012235
LOC100289230	0.042031323
SH3BP4	0.042050411
AVL9	0.042126762
RABGGTB	0.042164938
HLA-DQB2	0.042203113
PRC1	0.042222201
HEATR6	0.042241289
SPAG16	0.042241289
PLAC8L1	0.042260377
VEGFB	0.04231764
PELO	0.042355816
OTUD3	0.042413079
BMS1P4	0.042432167
HIST2H2AC	0.04248943
KLHDC7A	0.04248943
EXOC4	0.042565781
SAMM50	0.042584869
LINC00320	0.042623045
ZNF264	0.04266122
TMIGD3	0.042699396
UTP4	0.042737572
KIAA0319L	0.042813923
SYMPK	0.042813923
ASB16	0.042813923
PWAR5	0.042833011
LPCAT1	0.042871186
ACBD4	0.042871186
GPR152	0.042890274
SCN8A	0.042909362
PCCB	0.04292845
ALKBH8	0.042947537
FHL3	0.043004801
SLC5A3	0.043023889
ZCWPW1	0.043042976
ZNF608	0.043081152
PAFAH1B2	0.043119328
IFT57	0.043119328
TICAM1	0.043157503
PGD	0.043157503
DNAJC10	0.043195679
DMWD	0.043195679
OPLAH	0.043214766
YOD1	0.043233854
CIART	0.04327203
TCL6	0.04327203
BBOF1	0.043291118
CCDC170	0.043291118
SRRM1	0.043310205
RMDN1	0.043367469
CXorf38	0.043405644
ELOB	0.04344382
FTO	0.043462908
CHCHD5	0.043481996
GPAA1	0.043481996
CNOT6L	0.043501083
HCK	0.043520171
WDR60	0.043558347
DICER1-AS1	0.043634698
GXYLT2	0.043691961
PRKX	0.043711049
DDHD1	0.043730137
RANBP6	0.043806488
LAMP1	0.043825576
IFI16	0.043882839
MUC12	0.043940103
TRPS1	0.044073717
AKIRIN2	0.044111893
FOXA3	0.044150068
SLC22A12	0.044169156
SETD4	0.04422642
TMED7	0.044283683
NSMCE3	0.044302771
SPTBN1	0.044321859
INTS6-AS1	0.044340946
LANCL3	0.044474561
PARD6A	0.044493649
HSD17B8	0.044512736
DPY19L2	0.044512736
SP4	0.044531824
ANKRD13B	0.044550912
TCIM	0.044646351
MYH11	0.044665439
SIAH1	0.044684527
YY1AP1	0.044703614
ZNF135	0.044722702
PLEKHF2	0.04474179
CLPB	0.04474179
GRID1	0.044818141
SFT2D3	0.044818141
TTTY15	0.044932668
PTBP3	0.044951756
D2HGDH	0.044970844
DUSP8	0.044989931
SLC25A25	0.045009019
QARS	0.045009019
LGI1	0.045028107
VPS8	0.045047195
COQ6	0.045066283
ZNF257	0.04508537
PHB2	0.045104458
ARPC1B	0.045142634
DDX46	0.045161722
MUC1	0.045180809
LINC00473	0.045180809
PITPNC1	0.045199897
GGTLC1	0.045238073
TMEM120A	0.045295336
ZNF225	0.045314424
USP32	0.045333512
ATP6V1E2	0.045333512
ALKBH7	0.045371687
CTU2	0.045390775
MRPS2	0.045390775
C11orf68	0.045409863
OGFOD3	0.045428951
LSM12	0.045505302
KLF12	0.04552439
PRSS21	0.045543477
SNAPIN	0.045581653
CHAF1A	0.045619829
ZNF534	0.045658004
RDM1	0.045658004
YIPF5	0.045791619
RERE	0.045810707
GSDMB	0.045810707
RUSC2	0.045829794
GPATCH8	0.04586797
LOC100128398	0.045887058
METTL24	0.045887058
C17orf100	0.045887058
TAF1	0.045925233
UBE2W	0.045925233
ANXA6	0.045963409
PPP1R13B	0.045963409
PGAP3	0.045982497
TMEM256	0.046077936
SYT11	0.046116111
PCDHB16	0.046135199
MYL7	0.046192462
EXT2	0.046249726
CIAPIN1	0.046306989
LSM1	0.046402428
RB1	0.046402428
TRIM44	0.046440604
INVS	0.046459692
NEK7	0.046459692
CDK13	0.046478779
PRADC1	0.046478779
ZNF789	0.046497867
CBFA2T2	0.046516955
PUM3	0.046536043
KDM1A	0.046574218
LINC01783	0.046593306
CA5B	0.046612394
POLR1D	0.046631482
NIF3L1	0.046669657
BAHCC1	0.046707833
TTC27	0.046726921
SUPV3L1	0.046746008
MID1IP1	0.046746008
VAMP7	0.046765096
C8G	0.046803272
RASSF3	0.046860535
LAMTOR5	0.046860535
NOM1	0.046879623
PPBP	0.046879623
NAT10	0.046936886
CCDC137	0.046936886
ADAM19	0.046975062
LRRTM1	0.04699415
COX8C	0.04699415
ABAT	0.047032325
POLR3E	0.047051413
PLAT	0.047051413
GPR85	0.047108677
LINC-PINT	0.04716594
CDKN2A	0.04716594
SF3A1	0.04716594
TMEM161B	0.04716594
SNAPC4	0.047204116
USP10	0.047261379
COIL	0.047261379
MRPL19	0.047261379
FUT6	0.047280467
GPR156	0.047318642
FRS2	0.04733773
NUP98	0.04733773
THAP7	0.047394993
VGLL3	0.047394993
RAB33B	0.047452257
MAPK7	0.04750952
MASP2	0.04750952
LAMC3	0.047547696
SLC35A3	0.047566784
IFNAR1	0.047624047
PKD2L2	0.047643135
AHCTF1	0.047700398
RANBP10	0.047700398
HIST1H4A	0.047738574
IL13RA1	0.047757662
IL17RA	0.047814925
WNK1	0.047853101
FAM206A	0.047872188
LEFTY1	0.047910364
MKRN2	0.047929452
RAB11FIP3	0.048005803
ZNF730	0.048043978
ERP44	0.048043978
C8orf34	0.048082154
SLC52A2	0.04812033
LMOD1	0.04812033
CLTB	0.04812033
OIP5-AS1	0.048158505
KALRN	0.048158505
MAFG-AS1	0.048158505
FLOT1	0.048177593
FAM95C	0.048215769
TMEM220	0.048234856
ZKSCAN4	0.048253944
CD300C	0.048273032
SPARCL1	0.048311208
LOC100506844	0.048368471
ABRACL	0.048368471
KRTAP4-12	0.048406647
HRH2	0.048425734
SIGLEC15	0.048444822
RPS19	0.048559349
BRWD3	0.048578437
DDX52	0.048597524
TRIM49B	0.0486357
HIST1H2AC	0.048731139
PYGB	0.048864754
POLR2J4	0.048922017
TESK1	0.048922017
RGS11	0.048922017
ARHGAP39	0.048941105
ADAMTSL5	0.048960193
MELTF-AS1	0.04897928
SULT1A1	0.049036544
GIGYF1	0.049055632
AP4M1	0.049055632
SLC3A1	0.049093807
LOC646938	0.049093807
NLRP11	0.049131983
RBMX2	0.049151071
ST8SIA2	0.049208334
SCYL1	0.049208334
ENOX2	0.04924651
PRPF8	0.049322861
SLC27A6	0.049361036
TOM1	0.049456475
CWF19L2	0.049494651
GLYR1	0.049532826
C3AR1	0.049532826
LIMS2	0.049551914
RUVBL2	0.049571002
LIMS1	0.049571002
AQP7	0.049571002
PLP2	0.04959009
FUBP1	0.049647353
DLGAP1-AS4	0.049742792
MYBBP1A	0.04976188
NUDT16	0.04976188
ZNRF1	0.049857319
FAM210B	0.049876407
C1orf94	0.049876407
ELL	0.049895495
LFNG	0.04993367
MSL1	0.049971846
RXRB	0.049971846
TJP3	0.049971846
MND1	0.050048197
TOMM20L	0.050067285
TESC	0.050086372
TPRXL	0.050086372
HNRNPUL2	0.05010546
RAP1GDS1	0.05010546
FBXO30	0.050143636
RPSAP52	0.050143636
HELLS	0.050162724
L3MBTL1	0.050162724
TRIM5	0.050219987
PARK7	0.050258163
THAP5	0.05027725
RNF181	0.050296338
ZNF697	0.050296338
YRDC	0.050334514
SARM1	0.050334514
GALNS	0.050353602
NARS2	0.050353602
TAS2R39	0.050372689
